"","Council District","reports","confirmed_reports","population","households","housing_units","pct_white_nh","pct_black_nh","pct_asian_nh","pct_hispanic_any_race","median_household_income","per_capita_income","unemployment_rate","poverty_rate","pct_households_cash_public_assistance","pct_households_ssi","pct_vacant_housing_units","pct_renter_occupied_among_occupied_units","rental_vacancy_rate","median_gross_rent","median_home_value","pct_bachelors_or_higher_proxy","pct_high_school_grad_proxy","pct_households_broadband","pct_with_disability_proxy","pct_language_other_than_english_proxy","rate_all","rate_confirmed"
"42",47,475,127,170229,67045,72639,0.485087734757298,0.0975215738798912,0.184868618155543,0.19366852886406,70253,40549,0.0824137931034483,0.183568395736215,0.055917667238422,0.109105824446267,0.0770109720673467,0.674203892907749,2.4,1646,925128,0.294556156706554,0.166328886382461,0.882437169065553,0.136627719131288,0.513661009581211,2.79035886952282,0.746053845114522
"43",5,825,318,161667,85135,104736,0.719744907742458,0.0373793043725683,0.113127601798759,0.0899998144333723,145854,127342,0.0421123130314777,0.0782238496216087,0.0206730486873789,0.0227638456568979,0.187146730827987,0.679086157279615,7.2,2729,1138862,0.648011035028794,0.0539442186717141,0.950431667351853,0.0862946674336754,0.270339648784229,5.10308226168606,1.96700625359535
"44",1,421,96,166373,79857,93924,0.457808658856906,0.0553334976228114,0.302957811664152,0.137979119208045,116657,111125,0.0507775053229599,0.146848265851323,0.0447049100266727,0.0612219342073957,0.149770026830203,0.755475412299485,4.7,2398,1290132,0.491329722971876,0.0825494521346613,0.899107154037843,0.0880852061332067,0.383716107781912,2.53045866817332,0.577016703431446
"45",20,227,65,153202,58444,61574,0.116591167217138,0.0225258155898748,0.691733789376118,0.14172138744925,58248,32545,0.0678084948903403,0.191855209591111,0.0496372595989323,0.074224899048662,0.0508331438594212,0.62112449524331,3.1,1720,792998,0.222614587276929,0.218319604182713,0.855228937102183,0.1005535175781,0.764311170872443,1.48170389420504,0.424276445477213
"46",12,360,155,177974,66568,70469,0.0300100014608875,0.596564666749076,0.0204749008282109,0.312624315911313,62088,30628,0.0865342057729345,0.193745743408364,0.0660377358490566,0.0937988222569403,0.055357675006031,0.611645234947723,2.5,1411,476671,0.172008270871026,0.204417499185274,0.846878380002403,0.141239731646195,0.321451447964309,2.02276737051479,0.870913728971647
"47",44,261,57,165087,47757,53306,0.706445692271348,0.0242175337852163,0.123528806023491,0.0924785113303894,64043,27139,0.0653459019012622,0.249646410456496,0.0433234918441276,0.0732248675586825,0.104097099763629,0.671231442511045,2.5,1763,1136443,0.174822972129847,0.165331007287067,0.759176665200913,0.0786797264472672,0.586569505775743,1.58098457177125,0.345272492685675
"48",48,399,107,170621,70423,75258,0.686040991437162,0.0236196013386394,0.154840259991443,0.0815315816927576,64152,40144,0.0605504353257613,0.170500165304869,0.04683129091348,0.106385697854394,0.0642456615907943,0.621373698933587,2.9,1663,770420,0.353631733491188,0.159740008556977,0.86752907430811,0.139871410904871,0.658289425100076,2.33851636082311,0.627120928842288
"49",45,577,169,157402,58398,62962,0.219755784551658,0.559668873330707,0.0634108842327289,0.0874385331825517,80559,41420,0.076130264828245,0.130473055725658,0.0391623000787698,0.0629987328333162,0.0724881674660907,0.558940374670365,2.5,1686,732071,0.258243224355472,0.186585939187558,0.900544539196548,0.111821959060241,0.31270250695671,3.66577298890738,1.07368394302487
"50",33,616,170,168427,69209,75781,0.716245020097728,0.0395423536606364,0.0771135269285803,0.108723660695732,144349,84988,0.0573404113862551,0.184347584406796,0.0427256570677224,0.0251701368319149,0.0867235850674971,0.730641968530104,3.3,2910,1282281,0.460787165953202,0.0798684296460781,0.884075770492277,0.0572889144852072,0.38831660007006,3.65737084909189,1.00933935770393
"51",27,320,114,170897,52028,55057,0.0265774121254323,0.608231858955979,0.115987992767573,0.162483835292603,88093,34694,0.079737624269755,0.109790424827325,0.0688475436303529,0.066406550319059,0.0550157109904281,0.427904205427846,3.9,1725,632010,0.181138346489406,0.198388503016437,0.91125932190359,0.107673042826966,0.307623890413524,1.87247289302913,0.667068468141629
